Name,Algorithm,Domain 1,EXT,LEX_LVL,LLM,Library Segment,MF_count,Notes,Origin,PIL,Passage Version,Passage_Text,Revision_Type,Rollout_Number,Set,Source Model,Status,Synced,TONE_REC 1,Tier Type,Word Count
COR-JUS-005,Missing,JUS,,,GPT,CORE,,,SYN,,v1.0,"High jail populations before trial are often attributed to rising crime or flight risk. Initially, many assumed detention decisions reflected public safety assessments. However, analysis reveals that standardized bail schedules frequently prioritize financial thresholds over individual risk. Additionally, limited access to legal counsel reduces timely review of detention orders. This pattern shows that pretrial incarceration persists less because of dangerous defendants than because of administrative practices that systematically disadvantage the poor.",,93,10,ESO,Active,,,Tier 2,71
COR-ECN-001,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"Microfinance programs, which provide small loans to people without access to traditional banks, are often promoted as tools that expand economic opportunity. However, critics point to lending structures that rely on frequent repayment schedules, which can undercut financial stability. When small loans are repeatedly rolled over to meet short-term obligations, borrowers remain dependent on credit rather than building assets. Consequently, institutions benefit from steady repayment flows, while households absorb the risk of long-term debt accumulation.",,94,10,ASA - LEG,Active,,,Tier 2,75
COR-INT-012,Missing,INT,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, sanctions are employed as a primary response to international disputes. The trend is often attributed to reluctance toward military intervention and rising global interdependence. However, an ironic complication has emerged: prolonged restrictions can strengthen domestic control by limiting external information and trade within targeted national economies. As a result, political elites may consolidate power rather than concede. This pattern reveals how sanctions can produce outcomes opposite to their stated goals.",,95,10,ESO,Active,,,Tier 2,71
COR-SOC-006,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"In recent years, disaster response planning has emphasized centralized coordination and professional intervention. Yet, field observations indicate that recovery often advances fastest where local residents act independently, sometimes ahead of official support. This reliance on spontaneous cooperation can complicate formal response models, which assume top-down control. Consequently, institutional frameworks may overlook the adaptive capacity already present within affected communities, despite evidence that local initiative plays a critical role in resilience.",,96,10,ASA - LEG,Active,,,Tier 2,70
COR-GOV-022,Missing,GOV,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, public disclosures by insiders have shaped debates about institutional accountability. The trend is often attributed to digital tools that lower barriers to sharing confidential information. However, an ironic complication has emerged: organizations may respond by increasing secrecy and internal surveillance. As a result, internal reporting channels can become less trusted or accessible. This pattern reveals a tension in which exposure intended to promote openness may reinforce defensive institutional behavior.",,97,10,ESO,Inactive,,,Tier 2,70
COR-SOC-012,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, global media, retail chains, and digital platforms promote similar tastes and habits across societies, encouraging cultural uniformity. However, this widespread standardization has coincided with renewed interest in local traditions, foods, and identities with economic and symbolic value. As global influences become more visible, communities often respond by emphasizing what distinguishes them, resulting in revived festivals and regional branding. This paradox suggests that cultural sameness can unintentionally stimulate efforts to preserve local distinctiveness.",,98,10,ASA - LEG,Active,,,Tier 2,73
COR-JUS-015,Missing,JUS,,,GPT,CORE,,,SYN,,v1.0,"Traditional incarceration has long been the dominant response to crime, yet growing dissatisfaction with repeat offenses has prompted interest in alternative approaches. One model emphasizes facilitated meetings between offenders, victims, and community members to address harm directly. Supporters argue this process promotes accountability and rehabilitation more effectively than confinement. However, critics note that such programs require careful oversight and may not suit violent crimes. This debate highlights a compliance gap between punitive systems and long-term public safety goals.",,99,10,ESO,Active,,,Tier 2,78
COR-SOC-009,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Volunteer activities are usually described as acts of generosity that benefit recipients directly. However, research suggests that regular volunteering also functions as a mechanism for accumulating social capital, strengthening trust and cooperation across communities. By working alongside unfamiliar people, volunteers form durable networks that later support information sharing and mutual assistance. This cross-domain connection indicates that unpaid civic work contributes not only to social welfare, but also to the informal infrastructure that supports economic and social resilience.",,100,10,ASA - LEG,Active,,,Tier 2,77
COR-TEC-015,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"As digital communication becomes more secure, some governments have proposed requiring special access mechanisms that would allow police to read otherwise protected messages. Supporters argue this access would help investigations and prevent serious crime. However, technology experts warn that creating such entry points weakens overall security. Once access exists, it may be exploited by criminals or foreign actors. This tension shows how efforts to improve public safety can unintentionally increase digital vulnerability.",,101,11,ESO,Active,,,Tier 2,72
COR-TEC-002,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Engineers have developed a form of concrete that can repair its own cracks, resulting from biological processes rather than added machinery. The material contains dormant bacteria that activate when water enters fractures, producing limestone through metabolism and sealing gaps internally. Although the process relies on simple biological activity, it prevents minor cracks from spreading into structural damage. This innovation suggests that incorporating living systems into construction materials can enhance durability, reinforcing resilience while reducing long-term maintenance demands.",,102,11,ASA - LEG,Active,,,Tier 2,77
COR-ECN-012,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"While short-term credit can provide emergency relief, lending practices with excessive fees and opaque terms have drawn increasing scrutiny. In response, regulators argue that stricter rules would protect consumers and improve market transparency. The intention is to prevent borrowers from becoming trapped in cycles of escalating debt. Critics argue, however, that tighter regulation may restrict access to credit for high-risk individuals. These concerns suggest a paradoxical tension between consumer protection and financial inclusion.",,103,11,ESO,Active,,,Tier 2,73
COR-PHY-001,Missing,PHY,,,GPT,CORE,,,SYN,,v1.0,"Engineers continue to develop advanced insulation materials to improve energy efficiency in buildings during operation. Some designs achieve high thermal resistance, yet they depend on complex manufacturing processes and specialized components requiring substantial energy input. Because of this, production energy can rival the savings gained during use over a material’s lifespan. This outcome illustrates that technological improvements in material performance must be evaluated alongside their full energy footprint, including embedded production costs, not just their immediate insulating benefit.",,104,11,ASA - LEG,Inactive,,,Tier 2,78
COR-TEC-028,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, private companies are positioning themselves to mine asteroids and the lunar surface, a trend often explained by rapid technological optimization. Investment incentives and declining launch costs support this expansion; however, a hidden driver involves legal ambiguity rather than engineering alone. Because ownership rules remain unsettled, early entrants may exploit regulatory gaps, resulting in strategic advantage. This trend is ironic, since uncertainty—normally a barrier—has become a catalyst for accelerated private activity.",,105,11,ESO,Active,,,Tier 2,73
COR-TEC-010,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, cloud storage services are adopted to make data instantly accessible from nearly any location and device. This convenience is often described as removing physical and technical barriers to information use. However, expanded accessibility depends on constant connectivity and centralized servers, which can introduce outages, slowdowns, or restricted access during disruptions. As a result, users sometimes lose practical control over their own files at critical moments. This ironic complication shows that convenience, when highly centralized, can undermine reliability rather than strengthen it.",,106,11,ASA - LEG,Active,,,Tier 2,82
COR-TEC-032,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"The expansion of brain-computer interface research is often attributed to medical demand and technological optimization. Initially, many assumed ethical concerns would potentially slow adoption. However, analysis suggests that regulatory uncertainty has accelerated experimentation, as developers rush to establish standards through practice. Additionally, fragmented oversight creates uneven protections, resulting in faster deployment rather than caution. This pattern suggests the main driver is not demand alone but the absence of consolidated governance.",,107,11,ESO,Inactive,,,Tier 2,70
COR-PHY-012,Missing,PHY,,,GPT,CORE,,,SYN,,v1.0,"The spread of LED lighting highlights a connection between physical efficiency and human behavior. Engineers focus on reducing energy use per bulb, yet users respond by expanding lighting availability in homes and public spaces. This interaction mirrors patterns seen in transportation and heating, where efficiency lowers cost and increases demand. Such cross-domain evidence suggests that technological gains alone do not guarantee proportional energy reductions without considering how people adapt their usage patterns.",,108,11,ASA - LEG,Active,,,Tier 2,72
COR-ECN-018,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"As subscription-based services expand across media, software, and retail, regulators have considered rules to protect consumers from confusing terms and hidden costs. Supporters argue clearer cancellation policies and pricing disclosure would reduce financial strain. However, critics warn that strict regulation could limit business flexibility and raise prices. They note that low entry costs benefit users. This debate shows how consumer protection efforts may conflict with innovation and competitive pricing strategies.",,109,11,ESO,Active,,,Tier 2,70
COR-TEC-014,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Carbon capture systems are designed to remove carbon dioxide before it enters the atmosphere, appearing to lower the climate impact of industrial activity. Yet the capture process itself requires large amounts of heat and electricity, which must be generated somewhere within the system. This additional demand reduces net efficiency and increases fuel use. Consequently, facilities may consume more energy overall, revealing a paradox in which emissions control technology intensifies the resource burden it seeks to reduce.",,110,11,ASA - LEG,Active,,,Tier 2,76
COR-EDU-025,Missing,EDU,,,GPT,CORE,,,SYN,,v1.0,"It is often assumed that arts classes are optional extras compared with more traditional academic subjects. Yet closer analysis suggests a reversal. Participation in structured arts programs has increasingly been linked to improved attendance, collaboration, and academic persistence. Skills developed through artistic practice can transfer to problem-solving and communication. Meanwhile, removing arts may disengage some learners. This pattern indicates that arts education can reinforce, rather than distract from, core academic outcomes.",,111,12,ESO,Active,,,Tier 2,71
COR-BIO-013,Missing,BIO,,,GPT,CORE,,,SYN,,v1.0,"In many animal species, communication within groups plays a crucial role in how individuals learn to survive. Rather than relying only on instinct, animals observe signals, calls, and behaviors from others to acquire new skills. For example, feeding strategies and predator avoidance often spread through imitation. Because this learning occurs socially, knowledge can accumulate across generations. This pattern reveals that animal groups function as shared information systems, allowing experience to spread more efficiently than individual trial and error.",,112,12,ASA - LEG,Inactive,,,Tier 2,78
COR-HLT-020,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Pharmaceutical pricing practices are often defended as necessary for sustaining research and covering development costs. However, critics argue that institutional incentives distort this claim in practice. Public funding supports much early-stage drug development, while private firms later rely on patent protections to maintain high prices in commercial markets. These legal and financial structures prioritize revenue protection over broad patient access. Meanwhile, patients absorb rising out-of-pocket costs with limited bargaining power, suggesting that current pricing reflects policy design rather than unavoidable scientific expense.",,113,12,ESO,Active,,,Tier 2,82
COR-SCI-007,Missing,SCI,,,GPT,CORE,,,SYN,,v1.0,"Nostalgia is often viewed as an unhealthy focus on the past, associated with sadness or withdrawal. However, psychological research suggests a different pattern. Remembering meaningful past experiences can increase feelings of social connection, purpose, and emotional stability. When people reflect on supportive relationships or personal achievements, mood often improves. This reversal shows that nostalgia does not necessarily weaken wellbeing; instead, it can function as a coping resource that reinforces identity during periods of stress or uncertainty.",,114,12,ASA - LEG,Active,,,Tier 2,76
COR-GOV-025,Missing,GOV,,,GPT,CORE,,,SYN,,v1.0,"It is often assumed that political advertising mainly informs voters through campaign messaging. Yet closer analysis suggests a reversal in practice. Highly targeted ads can fragment public debate by delivering different messages to different groups via data-driven targeting. This practice reduces shared understanding and limits accountability for candidates. Meanwhile, unregulated spending amplifies wealthy interests rather than public discussion through donation networks. This pattern indicates that minimal oversight may weaken democratic deliberation instead of strengthening voter choice within elections.",,115,12,ESO,Active,,,Tier 2,78
COR-ENV-002,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"In regions where large predators have been reintroduced, landscapes sometimes change in unexpected ways. As hunting pressure alters the movement of grazing animals, vegetation begins to recover along riverbanks and open areas. This shift can stabilize soil and reshape habitats for insects and birds. Rather than acting only on prey populations, rewilding triggers a chain of ecological responses. This nature-based narrative shows how restoring one species can transform entire ecosystems through indirect effects.",,116,12,ASA - LEG,Active,,,Tier 2,73
COR-TEC-035,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"As companies increasingly rely on automated systems to screen job applicants, some governments have proposed regulating algorithmic hiring tools. Supporters argue more oversight is needed to reduce discriminatory outcomes linked to biased training data. Critics counter that regulation could slow hiring processes for large employers. This debate highlights a broader tension between efficiency gains promised by automation and the obligation to ensure fair access to employment in technology-driven labor markets.",,117,12,ESO,Active,,,Tier 2,70
COR-ECN-004,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"Algorithmic pricing systems are intended to help firms adjust prices efficiently in response to market conditions. However, when many sellers use similar data sources and optimization rules, their pricing decisions begin to converge. This convergence occurs not because firms communicate, but because algorithms react in parallel to the same signals. As price variation decreases, competitive pressure weakens. This hidden mechanism clarifies how automated tools can unintentionally coordinate markets while appearing independent.",,118,12,ASA - LEG,Active,,,Tier 2,71
COR-CUL-012,Missing,CUL,,,GPT,CORE,,,SYN,,v1.0,"Globally, heritage preservation is often promoted as a barrier to modernization and economic progress. Initially, development projects framed protection as costly obstruction. However, long-term studies indicate that preserved cultural sites can stimulate sustainable tourism and local investment. Additionally, areas with strong heritage protections often experience stable employment tied to conservation efforts and planning. This pattern suggests that limits on construction may indirectly support economic resilience, even though preservation is commonly viewed as an obstacle to growth.",,119,12,ESO,Inactive,,,Tier 2,76
COR-PHY-015,Missing,PHY,,,GPT,CORE,,,SYN,,v1.0,"In earthquake monitoring, ground-motion sensors are used to detect faint vibrations produced by distant or early-stage seismic events. These weak seismic waves often begin below detection thresholds, especially when earthquakes are small or far away. Small random background vibrations can sometimes push these signals above the threshold. When background ground-motion from natural sources such as wind-driven vibrations is overly suppressed, early seismic signals may remain undetected. This paradox shows that limited seismic noise can improve earthquake detection rather than obscure it.",,120,12,ASA - LEG,Inactive,,,Tier 2,81
COR-BIO-013,Missing,BIO,,,GPT,CORE,,,SYN,,v1.1,"Public health discussions about intermittent fasting often highlight research suggesting that short periods of reduced calorie intake may trigger internal repair processes associated with nutrient stress. In controlled studies, biological systems shift from growth toward maintenance when intake declines. However, the broader health consequences of this adjustment remain difficult to measure across diverse populations. Some effects appear protective, while others vary depending on duration, age, and underlying conditions. This complexity complicates policy recommendations, as laboratory findings may not translate uniformly into long-term public health outcomes.",Anchoring_Stabilization,112,12,ASA - LEG,Active,,,Tier 2,85
COR-GOV-015,Missing,GOV,,,"CLD-SO, GPT",CORE,10,"MF Audit Note — Governance Passage (Redistricting)
This passage was reviewed using the B10 Canon v3.0 MF classification rule: MF terms must be B2+ / C1 according to Pearson vocabulary level references.
The following terms were excluded from the MF count after verification:
• redraw (B1)
• formal (B1)
• advantage (B1–B2)
• reshape (B1)
After removing these items, the remaining qualifying MF terms are:
legislators
congressional
representation
structural
incentives
embedded
electoral
incumbents
procedures
intact (Pearson B2+)
compliance
Final MF Count: 11
Tier Classification:
Tier 2 (7+ MF words)
Notes:
This passage naturally produces a higher MF count due to a dense cluster of governance and institutional vocabulary (e.g., legislators, electoral, incumbents, procedures, compliance). Such clusters are typical for political systems or policy-analysis passages and frequently fall into Tier 2 even after removing borderline B1/B2 vocabulary.",SYN,,v1.1,"When legislators redraw congressional district maps or revise voting rules, they often present those changes as efforts to improve representation. Yet structural incentives embedded within district boundaries can shift electoral outcomes in predictable ways. When adjustments favor incumbents, competition narrows even while established rules remain intact. This tension shows that compliance with formal rules does not eliminate embedded advantage. Instead, choices about boundaries and voting structures can gradually reshape political representation across election cycles.",Anchoring_Stabilization,91,10,ESO,Active,,,Tier 2,74
COR-ENV-012,Missing,ENV,,,GPT,CORE,,,SYN,,v1.1,"
Environmental agencies often attribute degradation to visible pollution sources such as industrial runoff or vehicle emissions. However, scientists tracking long-term ecological change have identified hidden interactions within local ecosystems that gradually amplify damage in disproportionate ways. Minor chemical shifts can trigger feedback effects that spread across species networks with unexpected speed. These cascading responses suggest that surface-level interventions may overlook deeper ecological dependencies and systemic vulnerabilities. Effective policy must therefore account for both direct emissions and indirect system dynamics over extended time horizons.",Anchoring_Stabilization,83,9,ESO,Active,,,Tier 2,83
COR-BIO-006,Missing,BIO,,,GPT,CORE,,"Phase 4 Batch 1 – Regenerated due to divergence risk.Original semantic scenario replaced.

",SYN,,v1.1,"Public health researchers studying vaccine distribution have observed that localized uptake rates often depend on community trust patterns. In several regional trials, clinics offering extended appointment hours reported measurable increases in participation. However, broader immunization outcomes still vary when supply chains and information networks interact unevenly. These coordination gaps can amplify minor delays into larger public health disparities. The result is a distribution pattern shaped not only by medical efficacy but by logistical design.",Structural_Regeneration,68,7,ASA - LEG,Active,,,Tier 2,74
COR-BIO-002,Missing,BIO,,,GPT,CORE,,"Phase 4 Batch 1 – Regenerated due to divergence risk.Original semantic scenario replaced.

",SYN,,v1.1,"Clinical researchers examining metabolic response to intermittent fasting have documented measurable shifts in insulin sensitivity across similar groups. In controlled laboratory settings, participants show short-term improvements in glucose regulation under tightly monitored protocols. However, long-term physiological effects remain uncertain when dietary patterns interact dynamically with lifestyle variables and behavioral compliance factors. These overlapping influences complicate efforts to generalize findings beyond experimental conditions and subgroups. As a result, apparent metabolic gains may not translate uniformly across diverse populations.",Structural_Regeneration,84,9,ASA - LEG,Active,,,Tier 2,77
COR-BIO-003,Missing,BIO,,,GPT,CORE,,"Phase 4 Batch 1 – Anchored revision.
Original magnetoreception scenario preserved.
Engineering transfer layer added to increase ILR-3 systems reasoning demand.",SYN,,v1.1,"Neuroscientists studying migratory birds’ orientation have inspired new algorithms for long-range drone navigation. Whereas traditional systems rely on satellite signals easily disrupted by interference, bio-inspired sensors emulate magnetic sensing receptor cells that detect Earth’s magnetic fields. When drones integrate this adaptive mechanism, they maintain trajectory even in communication blackouts. However, experiments show that excessive calibration toward magnetic cues can distort spatial mapping near metal structures, revealing both the potential and fragility of translating biological intelligence into engineered systems.",Anchoring_Stabilization,90,9,ASA - LEG,Active,,,Tier 2,78
COR-GOV-022,Missing,GOV,,,GPT,CORE,,"Phase 4 Batch 1 – Structural regeneration.
Original insider-disclosure scenario replaced due to divergence risk.
Rewritten under campaign finance context while preserving Tier 2 systems reasoning.",SYN,,v1.1,"Policy analysts evaluating campaign finance reforms often track donor concentration patterns within recent election cycles. In districts where funding sources narrow, candidate messaging tends to align closely with repeat contributors. However, public perception of political influence depends on how disclosure rules interact with media coverage. When transparency mechanisms operate unevenly, formal compliance may still mask structural bias. The resulting tension highlights how procedural reform does not automatically equal representational balance.",Structural_Regeneration,97,10,ESO,Active,,,Tier 2,70
COR-ENV-013,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"While many communities assume tree planting automatically mitigates urban heat, recent climatology research reveals that dense vegetation can sometimes trap heat at night by reducing air circulation. Although trees provide essential daytime shading, the cooling benefit diminishes when canopies prevent thermal radiation from escaping after sunset. Subsequently, urban planners are exploring mixed canopy designs that alternate open corridors with shaded zones. This approach demonstrates that environmental adaptation occasionally requires partial exposure rather than complete coverage to achieve equilibrium.",Structural_Regeneration,64,7,ASA - LEG,Active,,,Tier 2,78
COR-SCI-003,Missing,SCI,,,GPT,CORE,,,SYN,,v1.1,"Despite the widespread belief that individuals skilled at multitasking perform better, cognitive psychologists studying productivity have found that simultaneously managing multiple tasks often undermines performance. When people attempt to divide attention across several activities, neural processing resources become fragmented, slowing response speed and increasing measurable error rates. Even brief interruptions during problem-solving tasks reduce overall accuracy. These findings suggest that divided attention produces diminishing cognitive returns, meaning that adding tasks can paradoxically reduce output rather than enhance it.",Anchoring_Stabilization,72,8,ASA - LEG,Active,,,Tier 2,78
COR-TEC-032 (1),Missing,TEC,,,GPT,CORE,,Phase 4 Batch 1 – Anchored revision. Original BCI governance theme retained; actor strengthened and causal chain tightened.,SYN,,v1.1,"Policy analysts tracking brain–computer interface deployment note that its growth has outpaced consolidated regulation. Many developers attribute the field’s expansion to medical demand and technical refinement. Early observers predicted that ethical oversight would slow adoption. However, fragmented oversight has instead accelerated experimentation, as firms compete to shape standards before formal rules solidify. When regulatory authority remains divided across agencies, protections vary by jurisdiction, encouraging rapid iteration rather than caution. This dynamic suggests that expansion reflects governance gaps as much as demand.",Anchoring_Stabilization,107,11,ESO,Active,,,Tier 2,81
COR-PHY-001,Missing,PHY,,,GPT,CORE,,Phase 4 – Anchoring stabilization. Original orbital debris scenario retained; transition corrected and operational consequence clarified.,SYN,,v1.1,"Physics researchers modeling orbital debris patterns have observed that even small satellite fragments can disrupt trajectory predictions. Using ground-based radar arrays, they track fragment motion across successive orbits. When multiple debris clusters influence one another, minor path adjustments can grow into larger shifts over time. These cascading shifts complicate long-term space traffic forecasting and collision-avoidance planning. As a result, maintaining stable satellite operations requires continuous recalibration of predictive models rather than reliance on static projection assumptions.",Anchoring_Stabilization,104,11,ASA - LEG,Active,,,Tier 2,76
COR-CUL-012,Missing,CUL,,,GPT,CORE,,Concrete waterfront redevelopment anchor introduced; removed abstract global framing; Tier 2 economic systems logic preserved; no lexical dilution.,SYN,,v1.1,"When a historic waterfront district is slated for high-rise redevelopment, preservation rules are often criticized as barriers to modernization and economic expansion. Early project proposals may treat conservation requirements as costly delays to investment. However, long-term economic data indicate that restored cultural areas can attract sustained tourism and local spending. Districts maintaining strong preservation frameworks frequently generate employment in restoration and planning. This pattern suggests that construction limits can indirectly strengthen regional resilience despite initial perceptions of restriction.",Anchoring_Stabilization,119,12,ESO,Active,,,Tier 2,78
COR-BIO-007 (1),Missing,BIO,,,GPT,CORE,,Removed cross-domain modeling language that elevated abstraction; restored single-domain Tier-1 structure while preserving causal logic and MF band.,SYN,,v1.1,"Urban wildlife biologists conducting field surveys report that coyotes move through neighborhoods along predictable routes. Features such as fences and lighting influence where animals travel across streets and yards. By studying these patterns, planners can anticipate likely crossings and reduce conflict. In some cases, small openings in walls help disperse movement rather than concentrate it. This suggests that careful design may limit encounters more effectively than repeated attempts to drive animals away.",Anchoring_Stabilization,60,6,ASA - LEG,Active,,,Tier 1,72
COR-ECN-003,Missing,ECN,,,GPT,CORE,,Anchoring v1.1 update. Reduced population-first predictability; preserved Tier 0 band and counter-intuitive logic. Pivot de-signaled.,SYN,,v1.1,"Greater access to short-term work would normally suggest economic stability, yet the rapid expansion of app-based labor platforms has produced mixed outcomes for workers. While participation rises, access to employer-provided benefits such as health insurance remains limited, increasing exposure to income shocks. Greater work availability might imply security, but flexibility often develops alongside financial uncertainty. In this arrangement, expanded opportunity does not always reduce risk, and gaps in support can persist even as participation grows. ",Anchoring_Stabilization,26,3,ASA - LEG,Active,,,Tier 0,75
COR-HLT-004,Missing,HLT,,,GPT,CORE,,,SYN,,v1.1,"In controlled clinical studies, physicians have found that gut bacteria play a role in mood in addition to digestion. Certain microbes release chemical signals that support communication with the brain. Surprisingly, these signals travel through nerve pathways rather than conscious awareness. When the gut environment is disrupted by stress or illness, this beneficial connection becomes weaker. This evidence suggests that mental health may rely on body systems once considered separate and unrelated.",Anchoring_Stabilization,52,6,ASA - LEG,Active,,,Tier 0,72
COR-JUS-003,Missing,JUS,,,GPT,CORE,13,Revised to meet CORE Tier-0 MF band with improved early anchoring; now serves as the active T0 member of the COR-JUS-003 calibrated tier set (T0/T1/T2) for lexical calibration.,SYN,,v1.1,"Public debates over capital punishment often focus on deterrence as the primary justification, yet symbolic demands for retribution frequently play a stronger role in shaping support. Because political campaigns and public debates reinforce these views, concerns about wrongful convictions are frequently minimized. Consequently, lawmakers considering abolition tend to argue less about measurable effectiveness and more about moral consistency, revealing how punishment practices can persist even when their practical benefits remain uncertain. ","Anchoring_Stabilization, MF_Adjustment",29,3,ESO,Inactive,,,Tier 2,71
COR-JUS-003,Missing,JUS,,,GPT,CORE,4,Revised to meet CORE Tier-0 MF band with improved early anchoring; now serves as the active T0 member of the COR-JUS-003 calibrated tier set (T0/T1/T2) for lexical calibration.,SYN,,v1.1,"Public debates over capital punishment often focus on deterrence as the main reason for its use, yet demands for retribution strongly shape public support across many communities. Because political campaigns and public debates repeat these views, concerns about convicting innocent people receive less attention. As a result, lawmakers who oppose the death penalty speak more about fairness than about clear results, and the practice can continue even when its benefits remain uncertain. ","Anchoring_Stabilization, MF_Adjustment",29,3,ESO,Inactive,,,Tier 1,72
COR-JUS-003,Missing,JUS,,,GPT,CORE,2,"
Revised to meet CORE Tier-0 MF band with improved early anchoring; now serves as the active T0 member of the COR-JUS-003 calibrated tier set (T0/T1/T2) for lexical calibration.

",SYN,,v1.1,"Public debates about the death penalty often focus on whether it prevents crime, yet many supporters are guided more by a sense of deserved punishment. Because political campaigns repeat these ideas during election seasons and public discussions, worries about convicting innocent people receive less attention in many communities. As a result, lawmakers who oppose the death penalty speak more about fairness than about clear results, and the practice can continue even when its benefits are not certain. ","Anchoring_Stabilization, MF_Adjustment",29,3,ESO,Active,,,Tier 0,77
COR-BIO-011,Missing,BIO,,,GPT,CORE,6,,SYN,,v1.1,"Plant biologists observing insect damage report that plants under attack do not merely suffer in silence. When an insect feeds on their leaves, they emit distinct chemical scents that drift through the air and trigger nearby plants to strengthen their defenses. Some signals even carry information about the kind of pest involved, leading to targeted protective reactions. These findings show that plants engage in a quiet but sophisticated form of communication once thought to belong only to animals.","Anchoring_Stabilization, MF_Adjustment",20,2,ASA - LEG,Active,,,Tier 1,78
COR-ENV-015,Missing,ENV,,,GPT,CORE,,,SYN,,v1.1,"Energy policymakers in several countries are reconsidering nuclear power for its reliability as climate pressures intensify. Renewable sources, though cleaner, cannot always meet demand during shortages. Several nations are testing small modular reactors that require less fuel and space, since permitting is often simpler than for full scale nuclear plants. Meanwhile, engineers are improving recycling methods as they seek safer waste solutions. This pattern suggests that innovation can arise from necessity rather than from expansion alone.",Anchoring_Stabilization,17,2,ESO,Active,,,Tier 1,76
COR-HLT-006,Missing,HLT,,,GPT,CORE,6,,SYN,,v1.1," Patients invited to routine cancer screening programs are often told that early detection improves survival rates. However, expanded screening can also identify slow growing abnormalities that would never cause symptoms. Because increasingly sensitive tests detect minor changes, some patients receive diagnoses and treatments they may not need. Such interventions can expose individuals to harm without clear benefit. These findings suggest that more screening does not always lead to better long term health outcomes.","Anchoring_Stabilization, MF_Adjustment",70,7,ASA - LEG,Active,,,Tier 1,73
COR-HLT-009,Missing,HLT,,,GPT,CORE,5,,SYN,,v1.1,"In many households, parents routinely disinfect kitchen counters and toys to protect infants from germs. However, limited exposure to everyday microbes during early childhood may hinder the immune system’s ability to adjust its defenses, increasing the likelihood of allergic or autoimmune reactions later in life. In several industrialized cities, allergy and asthma cases continue to rise despite improved hygiene practices. This pattern suggests that routine microbial exposure may play an essential role in healthy immune development rather than posing a constant threat.","Anchoring_Stabilization, MF_Adjustment",18,2,ASA - LEG,Active,,,Tier 1,82
COR-PHY-007,Missing,PHY,,,GPT,CORE,,,SYN,,v1.1,"Engineers designing lightweight insulation materials often turn to aerogel because its internal structure slows the movement of heat. Air trapped inside a rigid framework prevents heat from spreading easily throughout the material. However, that same structure creates fragility, so the material can break under pressure during handling or use. As a result, improving insulation performance may reduce physical strength. These tradeoffs show how improving one material property can limit another, forcing designers to balance performance priorities under real-world limits.","Anchoring_Stabilization, MF_Adjustment",58,6,ASA - LEG,Active,,,Tier 1,79
COR-SCI-004,Missing,SCI,,,GPT,CORE,4,,SYN,,v1.1,"Moments of mild pressure during learning can alter how memories are stored. Short bursts occur when the body releases stress hormones, which appear to strengthen memory formation and support more stable recall several days later. In controlled experiments, participants under moderate pressure remembered material more reliably than those in relaxed settings. However, this advantage disappears when stress becomes too strong or lasts too long. Rather than working in a simple positive or negative way, stress seems to affect memory depending on how intense it is and how long it lasts.","Anchoring_Stabilization, MF_Adjustment",44,5,ASA - LEG,Active,,,Tier 1,74
COR-SCI-004,Missing,SCI,,,GPT,CORE,9,,SYN,,v1.1,"Moments of mild pressure during learning can alter how memories are encoded. Short bursts of activity in the body’s stress hormones appear to strengthen consolidation, leading to more stable recall several days later. In controlled experiments, participants under moderate pressure remembered material more reliably than those in relaxed settings. However, this advantage disappears when stress becomes prolonged or excessive. Rather than operating in a simple positive or negative way, stress appears to influence memory according to its intensity and duration.","Anchoring_Stabilization, MF_Adjustment",44,5,ASA - LEG,Inactive,,,Tier 2,77
COR-SOC-001,Missing,SOC,,,GPT,CORE,4,,SYN,,v1.1,"For sale signs have appeared in neighborhoods once shaped by daily commuting and steady demand for centrally located housing. Remote work has allowed residents to reconsider how close they need to live to city centers, weighing cost and lifestyle choices. However, smaller cities receiving newcomers can experience rising rents and pressure on local services. As a result, the shift spreads familiar urban pressures across regions, suggesting that new flexibility may move housing limits rather than remove them overall.",,50,5,ASA - LEG,Active,,,Tier 1,78
